n_neighbor,weights,p,Algorithm,Leaf size,Accuracy,F1 Score
4,uniform,1,ball_tree,30,1.0,1.0
4,uniform,1,kd_tree,20,1.0,1.0
4,uniform,1,kd_tree,30,1.0,1.0
1,uniform,2,auto,20,1.0,1.0
1,uniform,2,auto,30,1.0,1.0
1,uniform,2,brute,20,1.0,1.0
1,uniform,2,brute,30,1.0,1.0
1,uniform,2,ball_tree,20,1.0,1.0
1,uniform,2,ball_tree,30,1.0,1.0
1,uniform,2,kd_tree,20,1.0,1.0
1,uniform,2,kd_tree,30,1.0,1.0
2,uniform,2,auto,20,1.0,1.0
2,uniform,2,auto,30,1.0,1.0
2,uniform,2,brute,20,1.0,1.0
2,uniform,2,brute,30,1.0,1.0
2,uniform,2,ball_tree,20,1.0,1.0
2,uniform,2,ball_tree,30,1.0,1.0
2,uniform,2,kd_tree,20,1.0,1.0
2,uniform,2,kd_tree,30,1.0,1.0
3,uniform,2,auto,20,1.0,1.0
3,uniform,2,auto,30,1.0,1.0
3,uniform,2,brute,20,1.0,1.0
3,uniform,2,brute,30,1.0,1.0
3,uniform,2,ball_tree,20,1.0,1.0
3,uniform,2,ball_tree,30,1.0,1.0
3,uniform,2,kd_tree,20,1.0,1.0
3,uniform,2,kd_tree,30,1.0,1.0
4,uniform,2,auto,20,1.0,1.0
4,uniform,2,auto,30,1.0,1.0
4,uniform,2,brute,20,1.0,1.0
4,uniform,2,brute,30,1.0,1.0
4,uniform,2,ball_tree,20,1.0,1.0
4,uniform,2,ball_tree,30,1.0,1.0
4,uniform,2,kd_tree,20,1.0,1.0
4,uniform,2,kd_tree,30,1.0,1.0
1,distance,1,auto,20,1.0,1.0
1,distance,1,auto,30,1.0,1.0
1,distance,1,brute,20,1.0,1.0
1,distance,1,brute,30,1.0,1.0
1,distance,1,ball_tree,20,1.0,1.0
1,distance,1,ball_tree,30,1.0,1.0
1,distance,1,kd_tree,20,1.0,1.0
1,distance,1,kd_tree,30,1.0,1.0
2,distance,1,auto,20,1.0,1.0
2,distance,1,auto,30,1.0,1.0
2,distance,1,brute,20,1.0,1.0
2,distance,1,brute,30,1.0,1.0
2,distance,1,ball_tree,20,1.0,1.0
2,distance,1,ball_tree,30,1.0,1.0
2,distance,1,kd_tree,20,1.0,1.0
2,distance,1,kd_tree,30,1.0,1.0
3,distance,1,auto,20,1.0,1.0
3,distance,1,auto,30,1.0,1.0
3,distance,1,brute,20,1.0,1.0
3,distance,1,brute,30,1.0,1.0
3,distance,1,ball_tree,20,1.0,1.0
3,distance,1,ball_tree,30,1.0,1.0
3,distance,1,kd_tree,20,1.0,1.0
3,distance,1,kd_tree,30,1.0,1.0
4,distance,1,auto,20,1.0,1.0
4,distance,1,auto,30,1.0,1.0
4,distance,1,brute,20,1.0,1.0
4,distance,1,brute,30,1.0,1.0
4,distance,1,ball_tree,20,1.0,1.0
4,distance,1,ball_tree,30,1.0,1.0
4,distance,1,kd_tree,20,1.0,1.0
4,distance,1,kd_tree,30,1.0,1.0
1,distance,2,auto,20,1.0,1.0
1,distance,2,auto,30,1.0,1.0
1,distance,2,brute,20,1.0,1.0
1,distance,2,brute,30,1.0,1.0
1,distance,2,ball_tree,20,1.0,1.0
1,distance,2,ball_tree,30,1.0,1.0
1,distance,2,kd_tree,20,1.0,1.0
1,distance,2,kd_tree,30,1.0,1.0
2,distance,2,auto,20,1.0,1.0
2,distance,2,auto,30,1.0,1.0
2,distance,2,brute,20,1.0,1.0
2,distance,2,brute,30,1.0,1.0
2,distance,2,ball_tree,20,1.0,1.0
2,distance,2,ball_tree,30,1.0,1.0
2,distance,2,kd_tree,20,1.0,1.0
2,distance,2,kd_tree,30,1.0,1.0
3,distance,2,auto,20,1.0,1.0
3,distance,2,auto,30,1.0,1.0
3,distance,2,brute,20,1.0,1.0
3,distance,2,brute,30,1.0,1.0
3,distance,2,ball_tree,20,1.0,1.0
3,distance,2,ball_tree,30,1.0,1.0
3,distance,2,kd_tree,20,1.0,1.0
3,distance,2,kd_tree,30,1.0,1.0
4,distance,2,auto,20,1.0,1.0
4,distance,2,auto,30,1.0,1.0
4,distance,2,brute,20,1.0,1.0
4,distance,2,brute,30,1.0,1.0
4,distance,2,ball_tree,20,1.0,1.0
4,distance,2,ball_tree,30,1.0,1.0
4,distance,2,kd_tree,20,1.0,1.0
4,distance,2,kd_tree,30,1.0,1.0
5,uniform,1,auto,20,0.9806451612903224,0.9807867754190552
5,uniform,1,auto,30,0.9806451612903224,0.9807867754190552
5,uniform,1,brute,20,0.9806451612903224,0.9807867754190552
5,uniform,1,brute,30,0.9806451612903224,0.9807867754190552
5,uniform,1,ball_tree,20,0.9806451612903224,0.9807867754190552
5,uniform,1,ball_tree,30,0.9806451612903224,0.9807867754190552
5,uniform,1,kd_tree,20,0.9806451612903224,0.9807867754190552
5,uniform,1,kd_tree,30,0.9806451612903224,0.9807867754190552
6,uniform,1,auto,20,0.9419354838709676,0.943032690940091
6,uniform,1,auto,30,0.9419354838709676,0.943032690940091
6,uniform,1,brute,20,0.9419354838709676,0.943032690940091
6,uniform,1,brute,30,0.9419354838709676,0.943032690940091
6,uniform,1,ball_tree,20,0.9419354838709676,0.943032690940091
6,uniform,1,ball_tree,30,0.9419354838709676,0.943032690940091
6,uniform,1,kd_tree,20,0.9419354838709676,0.943032690940091
6,uniform,1,kd_tree,30,0.9419354838709676,0.943032690940091
7,uniform,1,auto,20,0.9419354838709676,0.943032690940091
7,uniform,1,auto,30,0.9419354838709676,0.943032690940091
7,uniform,1,brute,20,0.9419354838709676,0.943032690940091
7,uniform,1,brute,30,0.9419354838709676,0.943032690940091
7,uniform,1,ball_tree,20,0.9419354838709676,0.943032690940091
7,uniform,1,ball_tree,30,0.9419354838709676,0.943032690940091
7,uniform,1,kd_tree,20,0.9419354838709676,0.943032690940091
7,uniform,1,kd_tree,30,0.9419354838709676,0.943032690940091
8,uniform,1,auto,20,0.9096774193548388,0.9119977362761744
8,uniform,1,auto,30,0.9096774193548388,0.9119977362761744
8,uniform,1,brute,20,0.9096774193548388,0.9119977362761744
8,uniform,1,brute,30,0.9096774193548388,0.9119977362761744
8,uniform,1,ball_tree,20,0.9096774193548388,0.9119977362761744
8,uniform,1,ball_tree,30,0.9096774193548388,0.9119977362761744
8,uniform,1,kd_tree,20,0.9096774193548388,0.9119977362761744
8,uniform,1,kd_tree,30,0.9096774193548388,0.9119977362761744
9,uniform,1,auto,20,0.9161290322580644,0.9181861522610788
9,uniform,1,auto,30,0.9161290322580644,0.9181861522610788
9,uniform,1,brute,20,0.9161290322580644,0.9181861522610788
9,uniform,1,brute,30,0.9161290322580644,0.9181861522610788
9,uniform,1,ball_tree,20,0.9161290322580644,0.9181861522610788
9,uniform,1,ball_tree,30,0.9161290322580644,0.9181861522610788
9,uniform,1,kd_tree,20,0.9161290322580644,0.9181861522610788
9,uniform,1,kd_tree,30,0.9161290322580644,0.9181861522610788
10,uniform,1,auto,20,0.8451612903225807,0.8501560874089491
10,uniform,1,auto,30,0.8451612903225807,0.8501560874089491
10,uniform,1,brute,20,0.8451612903225807,0.8501560874089491
10,uniform,1,brute,30,0.8451612903225807,0.8501560874089491
10,uniform,1,ball_tree,20,0.8451612903225807,0.8501560874089491
10,uniform,1,ball_tree,30,0.8451612903225807,0.8501560874089491
10,uniform,1,kd_tree,20,0.8451612903225807,0.8501560874089491
10,uniform,1,kd_tree,30,0.8451612903225807,0.8501560874089491
11,uniform,1,auto,20,0.8516129032258064,0.8563610838799436
11,uniform,1,auto,30,0.8516129032258064,0.8563610838799436
11,uniform,1,brute,20,0.8516129032258064,0.8563610838799436
11,uniform,1,brute,30,0.8516129032258064,0.8563610838799436
11,uniform,1,ball_tree,20,0.8516129032258064,0.8563610838799436
11,uniform,1,ball_tree,30,0.8516129032258064,0.8563610838799436
11,uniform,1,kd_tree,20,0.8516129032258064,0.8563610838799436
11,uniform,1,kd_tree,30,0.8516129032258064,0.8563610838799436
12,uniform,1,auto,20,0.7612903225806451,0.7679980836523844
12,uniform,1,auto,30,0.7612903225806451,0.7679980836523844
12,uniform,1,brute,20,0.7612903225806451,0.7679980836523844
12,uniform,1,brute,30,0.7612903225806451,0.7679980836523844
12,uniform,1,ball_tree,20,0.7612903225806451,0.7679980836523844
12,uniform,1,ball_tree,30,0.7612903225806451,0.7679980836523844
12,uniform,1,kd_tree,20,0.7612903225806451,0.7679980836523844
12,uniform,1,kd_tree,30,0.7612903225806451,0.7679980836523844
13,uniform,1,auto,20,0.7612903225806451,0.7679980836523844
13,uniform,1,auto,30,0.7612903225806451,0.7679980836523844
13,uniform,1,brute,20,0.7612903225806451,0.7679980836523844
13,uniform,1,brute,30,0.7612903225806451,0.7679980836523844
13,uniform,1,ball_tree,20,0.7612903225806451,0.7679980836523844
13,uniform,1,ball_tree,30,0.7612903225806451,0.7679980836523844
13,uniform,1,kd_tree,20,0.7612903225806451,0.7679980836523844
13,uniform,1,kd_tree,30,0.7612903225806451,0.7679980836523844
14,uniform,1,auto,20,0.7483870967741936,0.7549926103260007
14,uniform,1,auto,30,0.7483870967741936,0.7549926103260007
14,uniform,1,brute,20,0.7483870967741936,0.7549926103260007
14,uniform,1,brute,30,0.7483870967741936,0.7549926103260007
14,uniform,1,ball_tree,20,0.7483870967741936,0.7549926103260007
14,uniform,1,ball_tree,30,0.7483870967741936,0.7549926103260007
14,uniform,1,kd_tree,20,0.7483870967741936,0.7549926103260007
14,uniform,1,kd_tree,30,0.7483870967741936,0.7549926103260007
15,uniform,1,auto,20,0.7548387096774194,0.7615110299313959
15,uniform,1,auto,30,0.7548387096774194,0.7615110299313959
15,uniform,1,brute,20,0.7548387096774194,0.7615110299313959
15,uniform,1,brute,30,0.7548387096774194,0.7615110299313959
15,uniform,1,ball_tree,20,0.7548387096774194,0.7615110299313959
15,uniform,1,ball_tree,30,0.7548387096774194,0.7615110299313959
15,uniform,1,kd_tree,20,0.7548387096774194,0.7615110299313959
15,uniform,1,kd_tree,30,0.7548387096774194,0.7615110299313959
16,uniform,1,auto,20,0.7419354838709677,0.7484413120086744
16,uniform,1,auto,30,0.7419354838709677,0.7484413120086744
16,uniform,1,brute,20,0.7419354838709677,0.7484413120086744
16,uniform,1,brute,30,0.7419354838709677,0.7484413120086744
16,uniform,1,ball_tree,20,0.7419354838709677,0.7484413120086744
16,uniform,1,ball_tree,30,0.7419354838709677,0.7484413120086744
16,uniform,1,kd_tree,20,0.7419354838709677,0.7484413120086744
16,uniform,1,kd_tree,30,0.7419354838709677,0.7484413120086744
17,uniform,1,auto,20,0.7548387096774194,0.7615110299313959
17,uniform,1,auto,30,0.7548387096774194,0.7615110299313959
17,uniform,1,brute,20,0.7548387096774194,0.7615110299313959
17,uniform,1,brute,30,0.7548387096774194,0.7615110299313959
17,uniform,1,ball_tree,20,0.7548387096774194,0.7615110299313959
17,uniform,1,ball_tree,30,0.7548387096774194,0.7615110299313959
17,uniform,1,kd_tree,20,0.7548387096774194,0.7615110299313959
17,uniform,1,kd_tree,30,0.7548387096774194,0.7615110299313959
18,uniform,1,auto,20,0.7419354838709677,0.7484413120086744
18,uniform,1,auto,30,0.7419354838709677,0.7484413120086744
18,uniform,1,brute,20,0.7419354838709677,0.7484413120086744
18,uniform,1,brute,30,0.7419354838709677,0.7484413120086744
18,uniform,1,ball_tree,20,0.7419354838709677,0.7484413120086744
18,uniform,1,ball_tree,30,0.7419354838709677,0.7484413120086744
18,uniform,1,kd_tree,20,0.7419354838709677,0.7484413120086744
18,uniform,1,kd_tree,30,0.7419354838709677,0.7484413120086744
19,uniform,1,auto,20,0.7419354838709677,0.7484413120086744
19,uniform,1,auto,30,0.7419354838709677,0.7484413120086744
19,uniform,1,brute,20,0.7419354838709677,0.7484413120086744
19,uniform,1,brute,30,0.7419354838709677,0.7484413120086744
19,uniform,1,ball_tree,20,0.7419354838709677,0.7484413120086744
19,uniform,1,ball_tree,30,0.7419354838709677,0.7484413120086744
19,uniform,1,kd_tree,20,0.7419354838709677,0.7484413120086744
19,uniform,1,kd_tree,30,0.7419354838709677,0.7484413120086744
20,uniform,1,auto,20,0.7161290322580646,0.7218767543291446
20,uniform,1,auto,30,0.7161290322580646,0.7218767543291446
20,uniform,1,brute,20,0.7161290322580646,0.7218767543291446
20,uniform,1,brute,30,0.7161290322580646,0.7218767543291446
20,uniform,1,ball_tree,20,0.7161290322580646,0.7218767543291446
20,uniform,1,ball_tree,30,0.7161290322580646,0.7218767543291446
20,uniform,1,kd_tree,20,0.7161290322580646,0.7218767543291446
20,uniform,1,kd_tree,30,0.7161290322580646,0.7218767543291446
21,uniform,1,auto,20,0.7290322580645161,0.7352339845524761
21,uniform,1,auto,30,0.7290322580645161,0.7352339845524761
21,uniform,1,brute,20,0.7290322580645161,0.7352339845524761
21,uniform,1,brute,30,0.7290322580645161,0.7352339845524761
21,uniform,1,ball_tree,20,0.7290322580645161,0.7352339845524761
21,uniform,1,ball_tree,30,0.7290322580645161,0.7352339845524761
21,uniform,1,kd_tree,20,0.7290322580645161,0.7352339845524761
21,uniform,1,kd_tree,30,0.7290322580645161,0.7352339845524761
22,uniform,1,auto,20,0.7225806451612903,0.728574882718209
22,uniform,1,auto,30,0.7225806451612903,0.728574882718209
22,uniform,1,brute,20,0.7225806451612903,0.728574882718209
22,uniform,1,brute,30,0.7225806451612903,0.728574882718209
22,uniform,1,ball_tree,20,0.7225806451612903,0.728574882718209
22,uniform,1,ball_tree,30,0.7225806451612903,0.728574882718209
22,uniform,1,kd_tree,20,0.7225806451612903,0.728574882718209
22,uniform,1,kd_tree,30,0.7225806451612903,0.728574882718209
23,uniform,1,auto,20,0.7354838709677419,0.7418556137208796
23,uniform,1,auto,30,0.7354838709677419,0.7418556137208796
23,uniform,1,brute,20,0.7354838709677419,0.7418556137208796
23,uniform,1,brute,30,0.7354838709677419,0.7418556137208796
23,uniform,1,ball_tree,20,0.7354838709677419,0.7418556137208796
23,uniform,1,ball_tree,30,0.7354838709677419,0.7418556137208796
23,uniform,1,kd_tree,20,0.7354838709677419,0.7418556137208796
23,uniform,1,kd_tree,30,0.7354838709677419,0.7418556137208796
24,uniform,1,auto,20,0.7290322580645161,0.7352339845524761
24,uniform,1,auto,30,0.7290322580645161,0.7352339845524761
24,uniform,1,brute,20,0.7290322580645161,0.7352339845524761
24,uniform,1,brute,30,0.7290322580645161,0.7352339845524761
24,uniform,1,ball_tree,20,0.7290322580645161,0.7352339845524761
24,uniform,1,ball_tree,30,0.7290322580645161,0.7352339845524761
24,uniform,1,kd_tree,20,0.7290322580645161,0.7352339845524761
24,uniform,1,kd_tree,30,0.7290322580645161,0.7352339845524761
25,uniform,1,auto,20,0.7548387096774194,0.7615110299313959
25,uniform,1,auto,30,0.7548387096774194,0.7615110299313959
25,uniform,1,brute,20,0.7548387096774194,0.7615110299313959
25,uniform,1,brute,30,0.7548387096774194,0.7615110299313959
25,uniform,1,ball_tree,20,0.7548387096774194,0.7615110299313959
25,uniform,1,ball_tree,30,0.7548387096774194,0.7615110299313959
25,uniform,1,kd_tree,20,0.7548387096774194,0.7615110299313959
25,uniform,1,kd_tree,30,0.7548387096774194,0.7615110299313959
26,uniform,1,auto,20,0.7290322580645161,0.7352339845524761
26,uniform,1,auto,30,0.7290322580645161,0.7352339845524761
26,uniform,1,brute,20,0.7290322580645161,0.7352339845524761
26,uniform,1,brute,30,0.7290322580645161,0.7352339845524761
26,uniform,1,ball_tree,20,0.7290322580645161,0.7352339845524761
26,uniform,1,ball_tree,30,0.7290322580645161,0.7352339845524761
26,uniform,1,kd_tree,20,0.7290322580645161,0.7352339845524761
26,uniform,1,kd_tree,30,0.7290322580645161,0.7352339845524761
27,uniform,1,auto,20,0.7290322580645161,0.7352339845524761
27,uniform,1,auto,30,0.7290322580645161,0.7352339845524761
27,uniform,1,brute,20,0.7290322580645161,0.7352339845524761
27,uniform,1,brute,30,0.7290322580645161,0.7352339845524761
27,uniform,1,ball_tree,20,0.7290322580645161,0.7352339845524761
27,uniform,1,ball_tree,30,0.7290322580645161,0.7352339845524761
27,uniform,1,kd_tree,20,0.7290322580645161,0.7352339845524761
27,uniform,1,kd_tree,30,0.7290322580645161,0.7352339845524761
28,uniform,1,auto,20,0.7161290322580646,0.7218767543291446
28,uniform,1,auto,30,0.7161290322580646,0.7218767543291446
28,uniform,1,brute,20,0.7161290322580646,0.7218767543291446
28,uniform,1,brute,30,0.7161290322580646,0.7218767543291446
28,uniform,1,ball_tree,20,0.7161290322580646,0.7218767543291446
28,uniform,1,ball_tree,30,0.7161290322580646,0.7218767543291446
28,uniform,1,kd_tree,20,0.7161290322580646,0.7218767543291446
28,uniform,1,kd_tree,30,0.7161290322580646,0.7218767543291446
29,uniform,1,auto,20,0.7225806451612903,0.728574882718209
29,uniform,1,auto,30,0.7225806451612903,0.728574882718209
29,uniform,1,brute,20,0.7225806451612903,0.728574882718209
29,uniform,1,brute,30,0.7225806451612903,0.728574882718209
29,uniform,1,ball_tree,20,0.7225806451612903,0.728574882718209
29,uniform,1,ball_tree,30,0.7225806451612903,0.728574882718209
29,uniform,1,kd_tree,20,0.7225806451612903,0.728574882718209
29,uniform,1,kd_tree,30,0.7225806451612903,0.728574882718209
5,uniform,2,auto,20,0.9741935483870968,0.974439278228818
5,uniform,2,auto,30,0.9741935483870968,0.974439278228818
5,uniform,2,brute,20,0.9741935483870968,0.974439278228818
5,uniform,2,brute,30,0.9741935483870968,0.974439278228818
5,uniform,2,ball_tree,20,0.9741935483870968,0.974439278228818
5,uniform,2,ball_tree,30,0.9741935483870968,0.974439278228818
5,uniform,2,kd_tree,20,0.9741935483870968,0.974439278228818
5,uniform,2,kd_tree,30,0.9741935483870968,0.974439278228818
6,uniform,2,auto,20,0.9290322580645162,0.930587257706726
6,uniform,2,auto,30,0.9290322580645162,0.930587257706726
6,uniform,2,brute,20,0.9290322580645162,0.930587257706726
6,uniform,2,brute,30,0.9290322580645162,0.930587257706726
6,uniform,2,ball_tree,20,0.9290322580645162,0.930587257706726
6,uniform,2,ball_tree,30,0.9290322580645162,0.930587257706726
6,uniform,2,kd_tree,20,0.9290322580645162,0.930587257706726
6,uniform,2,kd_tree,30,0.9290322580645162,0.930587257706726
7,uniform,2,auto,20,0.9290322580645162,0.930587257706726
7,uniform,2,auto,30,0.9290322580645162,0.930587257706726
7,uniform,2,brute,20,0.9290322580645162,0.930587257706726
7,uniform,2,brute,30,0.9290322580645162,0.930587257706726
7,uniform,2,ball_tree,20,0.9290322580645162,0.930587257706726
7,uniform,2,ball_tree,30,0.9290322580645162,0.930587257706726
7,uniform,2,kd_tree,20,0.9290322580645162,0.930587257706726
7,uniform,2,kd_tree,30,0.9290322580645162,0.930587257706726
8,uniform,2,auto,20,0.8838709677419355,0.887284718425369
8,uniform,2,auto,30,0.8838709677419355,0.887284718425369
8,uniform,2,brute,20,0.8838709677419355,0.887284718425369
8,uniform,2,brute,30,0.8838709677419355,0.887284718425369
8,uniform,2,ball_tree,20,0.8838709677419355,0.887284718425369
8,uniform,2,ball_tree,30,0.8838709677419355,0.887284718425369
8,uniform,2,kd_tree,20,0.8838709677419355,0.887284718425369
8,uniform,2,kd_tree,30,0.8838709677419355,0.887284718425369
9,uniform,2,auto,20,0.8838709677419355,0.887284718425369
9,uniform,2,auto,30,0.8838709677419355,0.887284718425369
9,uniform,2,brute,20,0.8838709677419355,0.887284718425369
9,uniform,2,brute,30,0.8838709677419355,0.887284718425369
9,uniform,2,ball_tree,20,0.8838709677419355,0.887284718425369
9,uniform,2,ball_tree,30,0.8838709677419355,0.887284718425369
9,uniform,2,kd_tree,20,0.8838709677419355,0.887284718425369
9,uniform,2,kd_tree,30,0.8838709677419355,0.887284718425369
10,uniform,2,auto,20,0.8,0.8063456863832146
10,uniform,2,auto,30,0.8,0.8063456863832146
10,uniform,2,brute,20,0.8,0.8063456863832146
10,uniform,2,brute,30,0.8,0.8063456863832146
10,uniform,2,ball_tree,20,0.8,0.8063456863832146
10,uniform,2,ball_tree,30,0.8,0.8063456863832146
10,uniform,2,kd_tree,20,0.8,0.8063456863832146
10,uniform,2,kd_tree,30,0.8,0.8063456863832146
11,uniform,2,auto,20,0.8,0.8063456863832146
11,uniform,2,auto,30,0.8,0.8063456863832146
11,uniform,2,brute,20,0.8,0.8063456863832146
11,uniform,2,brute,30,0.8,0.8063456863832146
11,uniform,2,ball_tree,20,0.8,0.8063456863832146
11,uniform,2,ball_tree,30,0.8,0.8063456863832146
11,uniform,2,kd_tree,20,0.8,0.8063456863832146
11,uniform,2,kd_tree,30,0.8,0.8063456863832146
12,uniform,2,auto,20,0.7161290322580646,0.7218767543291446
12,uniform,2,auto,30,0.7161290322580646,0.7218767543291446
12,uniform,2,brute,20,0.7161290322580646,0.7218767543291446
12,uniform,2,brute,30,0.7161290322580646,0.7218767543291446
12,uniform,2,ball_tree,20,0.7161290322580646,0.7218767543291446
12,uniform,2,ball_tree,30,0.7161290322580646,0.7218767543291446
12,uniform,2,kd_tree,20,0.7161290322580646,0.7218767543291446
12,uniform,2,kd_tree,30,0.7161290322580646,0.7218767543291446
13,uniform,2,auto,20,0.7161290322580646,0.7218767543291446
13,uniform,2,auto,30,0.7161290322580646,0.7218767543291446
13,uniform,2,brute,20,0.7161290322580646,0.7218767543291446
13,uniform,2,brute,30,0.7161290322580646,0.7218767543291446
13,uniform,2,ball_tree,20,0.7161290322580646,0.7218767543291446
13,uniform,2,ball_tree,30,0.7161290322580646,0.7218767543291446
13,uniform,2,kd_tree,20,0.7161290322580646,0.7218767543291446
13,uniform,2,kd_tree,30,0.7161290322580646,0.7218767543291446
14,uniform,2,auto,20,0.6709677419354839,0.6737634677318586
14,uniform,2,auto,30,0.6709677419354839,0.6737634677318586
14,uniform,2,brute,20,0.6709677419354839,0.6737634677318586
14,uniform,2,brute,30,0.6709677419354839,0.6737634677318586
14,uniform,2,ball_tree,20,0.6709677419354839,0.6737634677318586
14,uniform,2,ball_tree,30,0.6709677419354839,0.6737634677318586
14,uniform,2,kd_tree,20,0.6709677419354839,0.6737634677318586
14,uniform,2,kd_tree,30,0.6709677419354839,0.6737634677318586
15,uniform,2,auto,20,0.6709677419354839,0.6737634677318586
15,uniform,2,auto,30,0.6709677419354839,0.6737634677318586
15,uniform,2,brute,20,0.6709677419354839,0.6737634677318586
15,uniform,2,brute,30,0.6709677419354839,0.6737634677318586
15,uniform,2,ball_tree,20,0.6709677419354839,0.6737634677318586
15,uniform,2,ball_tree,30,0.6709677419354839,0.6737634677318586
15,uniform,2,kd_tree,20,0.6709677419354839,0.6737634677318586
15,uniform,2,kd_tree,30,0.6709677419354839,0.6737634677318586
16,uniform,2,auto,20,0.6645161290322581,0.6666953213986375
16,uniform,2,auto,30,0.6645161290322581,0.6666953213986375
16,uniform,2,brute,20,0.6645161290322581,0.6666953213986375
16,uniform,2,brute,30,0.6645161290322581,0.6666953213986375
16,uniform,2,ball_tree,20,0.6645161290322581,0.6666953213986375
16,uniform,2,ball_tree,30,0.6645161290322581,0.6666953213986375
16,uniform,2,kd_tree,20,0.6645161290322581,0.6666953213986375
16,uniform,2,kd_tree,30,0.6645161290322581,0.6666953213986375
17,uniform,2,auto,20,0.6709677419354839,0.6737634677318586
17,uniform,2,auto,30,0.6709677419354839,0.6737634677318586
17,uniform,2,brute,20,0.6709677419354839,0.6737634677318586
17,uniform,2,brute,30,0.6709677419354839,0.6737634677318586
17,uniform,2,ball_tree,20,0.6709677419354839,0.6737634677318586
17,uniform,2,ball_tree,30,0.6709677419354839,0.6737634677318586
17,uniform,2,kd_tree,20,0.6709677419354839,0.6737634677318586
17,uniform,2,kd_tree,30,0.6709677419354839,0.6737634677318586
18,uniform,2,auto,20,0.6516129032258065,0.6523959911056686
18,uniform,2,auto,30,0.6516129032258065,0.6523959911056686
18,uniform,2,brute,20,0.6516129032258065,0.6523959911056686
18,uniform,2,brute,30,0.6516129032258065,0.6523959911056686
18,uniform,2,ball_tree,20,0.6516129032258065,0.6523959911056686
18,uniform,2,ball_tree,30,0.6516129032258065,0.6523959911056686
18,uniform,2,kd_tree,20,0.6516129032258065,0.6523959911056686
18,uniform,2,kd_tree,30,0.6516129032258065,0.6523959911056686
19,uniform,2,auto,20,0.6516129032258065,0.6523959911056686
19,uniform,2,auto,30,0.6516129032258065,0.6523959911056686
19,uniform,2,brute,20,0.6516129032258065,0.6523959911056686
19,uniform,2,brute,30,0.6516129032258065,0.6523959911056686
19,uniform,2,ball_tree,20,0.6516129032258065,0.6523959911056686
19,uniform,2,ball_tree,30,0.6516129032258065,0.6523959911056686
19,uniform,2,kd_tree,20,0.6516129032258065,0.6523959911056686
19,uniform,2,kd_tree,30,0.6516129032258065,0.6523959911056686
20,uniform,2,auto,20,0.6387096774193548,0.6378675088352507
20,uniform,2,auto,30,0.6387096774193548,0.6378675088352507
20,uniform,2,brute,20,0.6387096774193548,0.6378675088352507
20,uniform,2,brute,30,0.6387096774193548,0.6378675088352507
20,uniform,2,ball_tree,20,0.6387096774193548,0.6378675088352507
20,uniform,2,ball_tree,30,0.6387096774193548,0.6378675088352507
20,uniform,2,kd_tree,20,0.6387096774193548,0.6378675088352507
20,uniform,2,kd_tree,30,0.6387096774193548,0.6378675088352507
21,uniform,2,auto,20,0.6387096774193548,0.6378675088352507
21,uniform,2,auto,30,0.6387096774193548,0.6378675088352507
21,uniform,2,brute,20,0.6387096774193548,0.6378675088352507
21,uniform,2,brute,30,0.6387096774193548,0.6378675088352507
21,uniform,2,ball_tree,20,0.6387096774193548,0.6378675088352507
21,uniform,2,ball_tree,30,0.6387096774193548,0.6378675088352507
21,uniform,2,kd_tree,20,0.6387096774193548,0.6378675088352507
21,uniform,2,kd_tree,30,0.6387096774193548,0.6378675088352507
22,uniform,2,auto,20,0.6387096774193548,0.6378675088352507
22,uniform,2,auto,30,0.6387096774193548,0.6378675088352507
22,uniform,2,brute,20,0.6387096774193548,0.6378675088352507
22,uniform,2,brute,30,0.6387096774193548,0.6378675088352507
22,uniform,2,ball_tree,20,0.6387096774193548,0.6378675088352507
22,uniform,2,ball_tree,30,0.6387096774193548,0.6378675088352507
22,uniform,2,kd_tree,20,0.6387096774193548,0.6378675088352507
22,uniform,2,kd_tree,30,0.6387096774193548,0.6378675088352507
23,uniform,2,auto,20,0.6387096774193548,0.6378675088352507
23,uniform,2,auto,30,0.6387096774193548,0.6378675088352507
23,uniform,2,brute,20,0.6387096774193548,0.6378675088352507
23,uniform,2,brute,30,0.6387096774193548,0.6378675088352507
23,uniform,2,ball_tree,20,0.6387096774193548,0.6378675088352507
23,uniform,2,ball_tree,30,0.6387096774193548,0.6378675088352507
23,uniform,2,kd_tree,20,0.6387096774193548,0.6378675088352507
23,uniform,2,kd_tree,30,0.6387096774193548,0.6378675088352507
24,uniform,2,auto,20,0.6387096774193548,0.6378675088352507
24,uniform,2,auto,30,0.6387096774193548,0.6378675088352507
24,uniform,2,brute,20,0.6387096774193548,0.6378675088352507
24,uniform,2,brute,30,0.6387096774193548,0.6378675088352507
24,uniform,2,ball_tree,20,0.6387096774193548,0.6378675088352507
24,uniform,2,ball_tree,30,0.6387096774193548,0.6378675088352507
24,uniform,2,kd_tree,20,0.6387096774193548,0.6378675088352507
24,uniform,2,kd_tree,30,0.6387096774193548,0.6378675088352507
25,uniform,2,auto,20,0.6387096774193548,0.6378675088352507
25,uniform,2,auto,30,0.6387096774193548,0.6378675088352507
25,uniform,2,brute,20,0.6387096774193548,0.6378675088352507
25,uniform,2,brute,30,0.6387096774193548,0.6378675088352507
25,uniform,2,ball_tree,20,0.6387096774193548,0.6378675088352507
25,uniform,2,ball_tree,30,0.6387096774193548,0.6378675088352507
25,uniform,2,kd_tree,20,0.6387096774193548,0.6378675088352507
